action_id	action_number	action_params	session_id	subsession_id	action_type	creation_time	parent_display_id	child_display_id	session_id.1	user_id	project_id	curr_display_id	size	solution
2679		"{""field"":""eth_src"",""aggregations"":[],""groupPriority"":0}"	494		group	2016-10-19 13:27:59	3186	3189	494	136	4			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2681		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":1}"	494		group	2016-10-19 13:28:09	3189	3191	494	136	4			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2682		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	495		group	2016-10-19 13:28:41	3192	3193	495	151	4			"{""solution"":""u05e8u05d0u05d9u05e0u05d5 u05e9u05d9u05e9 u05deu05d7u05e9u05d1 u05d0u05d7u05d3 u05e9u05e9u05d5u05dcu05d7 u05d4u05e8u05d1u05d4 u05d4u05d5u05d3u05e2u05d5u05ea u05dcu05dbu05dc u05d4u05deu05d7u05e9u05d1u05d9u05dd u05d5u05d4u05d1u05e0u05d5 u05e9u05d4u05d5u05d0 u05e2u05d5u05e9u05d4 u05d0u05ea u05d4u05eau05e7u05d9u05e4u05d4nu05e0u05d9u05eau05df u05dcu05e8u05d0u05d5u05ea u05e9u05d4u05d5u05d0 u05d5u05e8u05e7 u05d4u05e8u05d1u05d4 u05e4u05d5u05e8u05d8u05d9u05dd u05d1u05d1u05e7u05e9u05d5u05ea SYN u05d5u05d1u05e2u05e6u05dd u05e2u05d5u05e9u05d4 u05e1u05e8u05d9u05e7u05ea u05e4u05d5u05e8u05d8u05d9u05ddnu05e8u05e7 u05e4u05d5u05e8u05d8u05d9u05dd 139 u05d5 135 u05d4u05d9u05d5 u05e4u05eau05d5u05d7u05d9u05dd"",""project_id"":4,""session_id"":495,""feedback"":"""",""user_id"":151}"
2683		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":1}"	495		group	2016-10-19 13:28:46	3192	3194	495	151	4			"{""solution"":""u05e8u05d0u05d9u05e0u05d5 u05e9u05d9u05e9 u05deu05d7u05e9u05d1 u05d0u05d7u05d3 u05e9u05e9u05d5u05dcu05d7 u05d4u05e8u05d1u05d4 u05d4u05d5u05d3u05e2u05d5u05ea u05dcu05dbu05dc u05d4u05deu05d7u05e9u05d1u05d9u05dd u05d5u05d4u05d1u05e0u05d5 u05e9u05d4u05d5u05d0 u05e2u05d5u05e9u05d4 u05d0u05ea u05d4u05eau05e7u05d9u05e4u05d4nu05e0u05d9u05eau05df u05dcu05e8u05d0u05d5u05ea u05e9u05d4u05d5u05d0 u05d5u05e8u05e7 u05d4u05e8u05d1u05d4 u05e4u05d5u05e8u05d8u05d9u05dd u05d1u05d1u05e7u05e9u05d5u05ea SYN u05d5u05d1u05e2u05e6u05dd u05e2u05d5u05e9u05d4 u05e1u05e8u05d9u05e7u05ea u05e4u05d5u05e8u05d8u05d9u05ddnu05e8u05e7 u05e4u05d5u05e8u05d8u05d9u05dd 139 u05d5 135 u05d4u05d9u05d5 u05e4u05eau05d5u05d7u05d9u05dd"",""project_id"":4,""session_id"":495,""feedback"":"""",""user_id"":151}"
2684		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":0}"	494		group	2016-10-19 13:28:50	3186	3195	494	136	4			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2686		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":1}"	494		group	2016-10-19 13:29:32	3195	3197	494	136	4			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2687		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	494		group	2016-10-19 13:29:37	3195	3198	494	136	4			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2690		"{""field"":""tcp_stream"",""term"":""0"",""condition"":64}"	494		filter	2016-10-19 13:30:34	3198	3202	494	136	4			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2700		"{""field"":""info_line"",""term"":""[SYN, ACK]"",""condition"":16}"	494		filter	2016-10-19 13:32:36	3198	3213	494	136	4			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2703		"{""field"":""tcp_srcport"",""aggregations"":[],""groupPriority"":1}"	494		group	2016-10-19 13:33:04	3213	3216	494	136	4			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2805		"{""field"":""highest_layer"",""condition"":8,""term"":""TCP""}"	573		filter	2017-01-18 11:53:15	3393	3394	573	166	1	1.0	0.0	solved correct
2806		"{""field"":""highest_layer"",""groupPriority"":0,""aggregations"":[]}"	573		group	2017-01-18 11:54:42	3394	3395	573	166	1	1.0	0.0	solved correct
2807		"{""field"":""highest_layer"",""groupPriority"":0,""aggregations"":[]}"	573		group	2017-01-18 11:55:01	3393	3396	573	166	1	1.0	0.0	solved correct
2808		"{""field"":""ip_dst"",""condition"":8,""term"":""192.168.1.122""}"	573		filter	2017-01-18 11:57:17	3396	3397	573	166	1	1.0	0.0	solved correct
2809		"{""field"":""info_line"",""condition"":16,""term"":""Echo (ping) reply id""}"	573		filter	2017-01-18 12:00:05	3393	3398	573	166	1	1.0	0.0	solved correct
2810		"{""field"":""info_line"",""condition"":2,""term"":""Echo (ping) reply""}"	573		filter	2017-01-18 12:00:39	3393	3399	573	166	1	1.0	0.0	solved correct
2811		"{""field"":""ip_src"",""groupPriority"":0,""aggregations"":[]}"	573		group	2017-01-18 12:01:15	3399	3400	573	166	1	1.0	0.0	solved correct
2812		"{""field"":""info_line"",""condition"":2,""term"":""Echo (ping) request""}"	573		filter	2017-01-18 12:04:15	3393	3401	573	166	1	1.0	0.0	solved correct
2813		"{""field"":""ip_src"",""groupPriority"":0,""aggregations"":[]}"	573		group	2017-01-18 12:04:21	3401	3402	573	166	1	1.0	0.0	solved correct
2814		"{""field"":""info_line"",""condition"":2,""term"":""Echo (ping) reply""}"	573		filter	2017-01-18 12:07:17	3393	3403	573	166	1	1.0	0.0	solved correct
2815		"{""field"":""ip_dst"",""groupPriority"":0,""aggregations"":[]}"	573		group	2017-01-18 12:07:43	3403	3404	573	166	1	1.0	0.0	solved correct
2816		"{""field"":""ip_src"",""groupPriority"":0,""aggregations"":[]}"	573		group	2017-01-18 12:07:57	3403	3405	573	166	1	1.0	0.0	solved correct
2817		"{""field"":""highest_layer"",""condition"":512,""term"":""ICMP""}"	573		filter	2017-01-18 12:09:39	3393	3406	573	166	1	1.0	0.0	solved correct
2818		"{""field"":""ip_src"",""groupPriority"":0,""aggregations"":[]}"	573		group	2017-01-18 12:10:01	3406	3407	573	166	1	1.0	0.0	solved correct
2819		"{""field"":""ip_src"",""condition"":8,""term"":""192.168.1.122""}"	573		filter	2017-01-18 12:10:46	3406	3408	573	166	1	1.0	0.0	solved correct
2820		"{""field"":""ip_dst"",""groupPriority"":0,""aggregations"":[]}"	573		group	2017-01-18 12:10:58	3408	3409	573	166	1	1.0	0.0	solved correct
2821		"{""field"":""ip_src"",""groupPriority"":0,""aggregations"":[]}"	574		group	2017-01-18 12:18:28	3410	3411	574	166	4	0.0	1.0	solved correct
2822		"{""field"":""ip_dst"",""groupPriority"":1,""aggregations"":[]}"	574		group	2017-01-18 12:19:10	3411	3412	574	166	4	0.0	1.0	solved correct
2823		"{""field"":""highest_layer"",""groupPriority"":2,""aggregations"":[]}"	574		group	2017-01-18 12:20:57	3412	3413	574	166	4	0.0	1.0	solved correct
2824		"{""field"":""tcp_dstport"",""groupPriority"":3,""aggregations"":[]}"	574		group	2017-01-18 12:23:28	3413	3414	574	166	4	0.0	1.0	solved correct
2825		"{""field"":""ip_dst"",""groupPriority"":1,""aggregations"":[]}"	574		group	2017-01-18 12:25:42	3410	3415	574	166	4	0.0	1.0	solved correct
2826		"{""field"":""highest_layer"",""groupPriority"":2,""aggregations"":[]}"	574		group	2017-01-18 12:26:07	3415	3416	574	166	4	0.0	1.0	solved correct
2832		"{""field"":""eth_src"",""groupPriority"":0,""aggregations"":[]}"	577		group	2017-01-18 17:37:51	3424	3425	577	168	1	0.0	1.0	correct_with react
2833		"{""field"":""ip_src"",""groupPriority"":1,""aggregations"":[]}"	577		group	2017-01-18 17:39:01	3425	3426	577	168	1	0.0	1.0	correct_with react
2834		"{""field"":""highest_layer"",""groupPriority"":2,""aggregations"":[]}"	577		group	2017-01-18 17:41:55	3426	3427	577	168	1	0.0	1.0	correct_with react
2835		"{""field"":""tcp_dstport"",""groupPriority"":3,""aggregations"":[]}"	577		group	2017-01-18 17:44:07	3427	3428	577	168	1	0.0	1.0	correct_with react
2836		"{""field"":""ip_dst"",""groupPriority"":4,""aggregations"":[]}"	577		group	2017-01-18 17:44:38	3428	3429	577	168	1	0.0	1.0	correct_with react
2837		"{""field"":""tcp_stream"",""condition"":8,""term"":""121""}"	577		filter	2017-01-18 17:48:36	3425	3430	577	168	1	0.0	1.0	correct_with react
2859		"{""direction"":""asc"",""field"":""ip_dst""}"	580		sort	2017-01-18 18:26:44	3454	3455	580	168	4	1.0	0.0	slava solved not so good
2860		"{""field"":""ip_dst"",""groupPriority"":0,""aggregations"":[]}"	580		group	2017-01-18 18:26:48	3455	3456	580	168	4	1.0	0.0	slava solved not so good
2861		"{""field"":""tcp_stream"",""groupPriority"":1,""aggregations"":[]}"	580		group	2017-01-18 18:27:05	3456	3457	580	168	4	1.0	0.0	slava solved not so good
2862		"{""field"":""highest_layer"",""groupPriority"":1,""aggregations"":[]}"	580		group	2017-01-18 18:28:39	3456	3458	580	168	4	1.0	0.0	slava solved not so good
2863		"{""field"":""tcp_stream"",""groupPriority"":1,""aggregations"":[]}"	580		group	2017-01-18 18:29:44	3456	3459	580	168	4	1.0	0.0	slava solved not so good
2864		"{""field"":""tcp_srcport"",""groupPriority"":1,""aggregations"":[]}"	580		group	2017-01-18 18:30:41	3456	3460	580	168	4	1.0	0.0	slava solved not so good
2865		"{""direction"":""asc"",""field"":""tcp_stream""}"	580		sort	2017-01-18 18:31:10	3460	3461	580	168	4	1.0	0.0	slava solved not so good
2866		"{""field"":""tcp_stream"",""groupPriority"":2,""aggregations"":[]}"	580		group	2017-01-18 18:31:14	3461	3462	580	168	4	1.0	0.0	slava solved not so good
2867		"{""field"":""ip_src"",""groupPriority"":3,""aggregations"":[]}"	580		group	2017-01-18 18:32:51	3462	3463	580	168	4	1.0	0.0	slava solved not so good
2868		"{""direction"":""desc"",""field"":""tcp_srcport""}"	580		sort	2017-01-18 18:33:14	3463	3464	580	168	4	1.0	0.0	slava solved not so good
2869		"{""field"":""tcp_dstport"",""groupPriority"":4,""aggregations"":[]}"	580		group	2017-01-18 18:34:01	3463	3465	580	168	4	1.0	0.0	slava solved not so good
2875		"{""groupPriority"":0,""aggregations"":[],""field"":""eth_src""}"	584		group	2017-01-19 10:38:36	3473	3474	584	169	4	1.0	1.0	Good solution
2876		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_src""}"	584		group	2017-01-19 10:41:04	3474	3475	584	169	4	1.0	1.0	Good solution
2877		"{""groupPriority"":2,""aggregations"":[],""field"":""highest_layer""}"	584		group	2017-01-19 10:43:46	3475	3476	584	169	4	1.0	1.0	Good solution
2878		"{""direction"":""asc"",""field"":""highest_layer""}"	584		sort	2017-01-19 10:45:24	3476	3477	584	169	4	1.0	1.0	Good solution
2879		"{""groupPriority"":3,""aggregations"":[],""field"":""ip_dst""}"	584		group	2017-01-19 10:45:47	3477	3478	584	169	4	1.0	1.0	Good solution
2880		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	585		group	2017-01-19 10:57:41	3479	3480	585	169	1	0.0	0.0	Bad solution
2881		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	585		group	2017-01-19 10:58:55	3480	3481	585	169	1	0.0	0.0	Bad solution
2882		"{""groupPriority"":2,""aggregations"":[],""field"":""tcp_stream""}"	585		group	2017-01-19 11:09:15	3481	3482	585	169	1	0.0	0.0	Bad solution
2883		"{""term"":""TCP"",""condition"":16,""field"":""highest_layer""}"	585		filter	2017-01-19 11:14:57	3480	3483	585	169	1	0.0	0.0	Bad solution
2884		"{""groupPriority"":1,""aggregations"":[],""field"":""tcp_stream""}"	585		group	2017-01-19 11:15:55	3483	3484	585	169	1	0.0	0.0	Bad solution
2885		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	585		group	2017-01-19 11:21:09	3483	3485	585	169	1	0.0	0.0	Bad solution
2886		"{""term"":""TCP"",""condition"":16,""field"":""highest_layer""}"	585		filter	2017-01-19 11:23:23	3479	3486	585	169	1	0.0	0.0	Bad solution
2887		"{""groupPriority"":0,""aggregations"":[],""field"":""tcp_stream""}"	585		group	2017-01-19 11:23:33	3486	3487	585	169	1	0.0	0.0	Bad solution
2892		"{""term"":""10.42.42.253"",""condition"":16,""field"":""ip_dst""}"	592		filter	2017-01-19 12:18:32	3498	3499	592	170	4	1.0	0.0	solved
2893		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	592		group	2017-01-19 12:19:07	3499	3500	592	170	4	1.0	0.0	solved
2894		"{""direction"":""asc"",""field"":""ip_dst""}"	592		sort	2017-01-19 12:22:01	3498	3501	592	170	4	1.0	0.0	solved
2895		"{""term"":""10.42.42.50"",""condition"":16,""field"":""ip_dst""}"	592		filter	2017-01-19 12:22:05	3501	3502	592	170	4	1.0	0.0	solved
2896		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	592		group	2017-01-19 12:22:13	3502	3503	592	170	4	1.0	0.0	solved
2909		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	593		group	2017-01-19 12:41:44	3516	3517	593	170	1	0.0	1.0	solved
2910		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	593		group	2017-01-19 12:42:23	3517	3518	593	170	1	0.0	1.0	solved
2911		"{""groupPriority"":2,""aggregations"":[],""field"":""highest_layer""}"	593		group	2017-01-19 12:43:11	3518	3519	593	170	1	0.0	1.0	solved
2912		"{""groupPriority"":1,""aggregations"":[],""field"":""highest_layer""}"	593		group	2017-01-19 12:44:24	3517	3520	593	170	1	0.0	1.0	solved
2913		"{""groupPriority"":2,""aggregations"":[],""field"":""ip_dst""}"	593		group	2017-01-19 12:44:38	3520	3521	593	170	1	0.0	1.0	solved
2914		"{""term"":""SYN, ACK"",""condition"":16,""field"":""info_line""}"	593		filter	2017-01-19 12:47:56	3521	3522	593	170	1	0.0	1.0	solved
2918		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	595		group	2017-01-22 12:19:25	3527	3528	595	172	1	1.0	1.0	solved excellent
2919		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	595		group	2017-01-22 12:20:05	3528	3529	595	172	1	1.0	1.0	solved excellent
2920		"{""groupPriority"":2,""aggregations"":[],""field"":""highest_layer""}"	595		group	2017-01-22 12:21:24	3529	3530	595	172	1	1.0	1.0	solved excellent
2921		"{""groupPriority"":1,""aggregations"":[],""field"":""highest_layer""}"	595		group	2017-01-22 12:22:49	3528	3531	595	172	1	1.0	1.0	solved excellent
2922		"{""groupPriority"":2,""aggregations"":[],""field"":""ip_dst""}"	595		group	2017-01-22 12:25:36	3531	3532	595	172	1	1.0	1.0	solved excellent
2923		"{""term"":""82.108.0.41"",""condition"":16,""field"":""ip_src""}"	595		filter	2017-01-22 12:26:14	3532	3533	595	172	1	1.0	1.0	solved excellent
2924		"{""groupPriority"":2,""aggregations"":[],""field"":""tcp_dstport""}"	595		group	2017-01-22 12:31:21	3531	3534	595	172	1	1.0	1.0	solved excellent
2925		"{""groupPriority"":3,""aggregations"":[],""field"":""ip_dst""}"	595		group	2017-01-22 12:33:31	3534	3535	595	172	1	1.0	1.0	solved excellent
2926		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	596		group	2017-01-22 12:36:20	3536	3537	596	172	4	0.0	0.0	solved excellent
2927		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	596		group	2017-01-22 12:36:40	3537	3538	596	172	4	0.0	0.0	solved excellent
2928		"{""groupPriority"":2,""aggregations"":[],""field"":""highest_layer""}"	596		group	2017-01-22 12:38:24	3538	3539	596	172	4	0.0	0.0	solved excellent
2929		"{""groupPriority"":3,""aggregations"":[],""field"":""tcp_dstport""}"	596		group	2017-01-22 12:40:26	3539	3540	596	172	4	0.0	0.0	solved excellent
2930		"{""term"":""ACK"",""condition"":16,""field"":""info_line""}"	596		filter	2017-01-22 12:44:52	3540	3541	596	172	4	0.0	0.0	solved excellent
2931		"{""term"":""ACK"",""condition"":16,""field"":""info_line""}"	596		filter	2017-01-22 12:45:30	3541	3542	596	172	4	0.0	0.0	solved excellent
2932		"{""term"":""SYN, ACK"",""condition"":16,""field"":""info_line""}"	596		filter	2017-01-22 12:46:40	3539	3543	596	172	4	0.0	0.0	solved excellent
2942		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	600		group	2017-01-23 11:42:35	3556	3558	600	174	4	1.0	1.0	GREAT
2944		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	600		group	2017-01-23 11:42:51	3558	3560	600	174	4	1.0	1.0	GREAT
2948		"{""groupPriority"":2,""aggregations"":[],""field"":""highest_layer""}"	600		group	2017-01-23 11:44:25	3560	3564	600	174	4	1.0	1.0	GREAT
2950		"{""groupPriority"":1,""aggregations"":[],""field"":""highest_layer""}"	600		group	2017-01-23 11:51:31	3558	3566	600	174	4	1.0	1.0	GREAT
2951		"{""groupPriority"":2,""aggregations"":[],""field"":""ip_dst""}"	600		group	2017-01-23 11:51:53	3566	3567	600	174	4	1.0	1.0	GREAT
2954		"{""groupPriority"":2,""aggregations"":[],""field"":""ip_dst""}"	600		group	2017-01-23 11:53:15	3566	3570	600	174	4	1.0	1.0	GREAT
2955		"{""groupPriority"":3,""aggregations"":[{""type"":""sum"",""field"":""length""}],""field"":""tcp_dstport""}"	600		group	2017-01-23 11:56:30	3570	3571	600	174	4	1.0	1.0	GREAT
2989		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	605		group	2017-01-23 12:13:45	3609	3610	605	177	4	1.0	1.0	GREAT
2990		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	605		group	2017-01-23 12:13:59	3610	3611	605	177	4	1.0	1.0	GREAT
2992		"{""groupPriority"":2,""aggregations"":[],""field"":""highest_layer""}"	605		group	2017-01-23 12:14:24	3611	3613	605	177	4	1.0	1.0	GREAT
2994		"{""groupPriority"":3,""aggregations"":[],""field"":""tcp_stream""}"	605		group	2017-01-23 12:14:47	3613	3616	605	177	4	1.0	1.0	GREAT
2995		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	606		group	2017-01-23 12:14:52	3615	3617	606	174	1	0.0	0.0	GREAT
2996		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	607		group	2017-01-23 12:16:04	3618	3619	607	176	4	1.0	0.0	GOOD
2997		"{""groupPriority"":1,""aggregations"":[],""field"":""highest_layer""}"	606		group	2017-01-23 12:16:21	3617	3620	606	174	1	0.0	0.0	GREAT
2998		"{""term"":""SYN ACK"",""condition"":16,""field"":""info_line""}"	607		filter	2017-01-23 12:16:25	3619	3621	607	176	4	1.0	0.0	GOOD
2999		"{""term"":""TCP"",""condition"":8,""field"":""highest_layer""}"	605		filter	2017-01-23 12:16:57	3616	3622	605	177	4	1.0	1.0	GREAT
3000		"{""groupPriority"":1,""aggregations"":[],""field"":""tcp_stream""}"	607		group	2017-01-23 12:17:05	3619	3623	607	176	4	1.0	0.0	GOOD
3002		"{""groupPriority"":2,""aggregations"":[],""field"":""ip_dst""}"	606		group	2017-01-23 12:17:22	3620	3625	606	174	1	0.0	0.0	GREAT
3004		"{""groupPriority"":2,""aggregations"":[],""field"":""ip_dst""}"	606		group	2017-01-23 12:18:45	3620	3627	606	174	1	0.0	0.0	GREAT
3005		"{""direction"":""asc"",""field"":""ip_dst""}"	606		sort	2017-01-23 12:19:47	3627	3628	606	174	1	0.0	0.0	GREAT
3006		"{""direction"":""desc"",""field"":""length""}"	606		sort	2017-01-23 12:21:20	3615	3629	606	174	1	0.0	0.0	GREAT
3007		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	607		group	2017-01-23 12:21:28	3619	3630	607	176	4	1.0	0.0	GOOD
3008		"{""term"":""SYN, ACK"",""condition"":16,""field"":""info_line""}"	605		filter	2017-01-23 12:21:48	3616	3631	605	177	4	1.0	1.0	GREAT
3009		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	606		group	2017-01-23 12:22:12	3615	3632	606	174	1	0.0	0.0	GREAT
3010		"{""groupPriority"":2,""aggregations"":[],""field"":""tcp_stream""}"	607		group	2017-01-23 12:22:17	3630	3633	607	176	4	1.0	0.0	GOOD
3011		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	606		group	2017-01-23 12:22:31	3632	3634	606	174	1	0.0	0.0	GREAT
3012		"{""direction"":""asc"",""field"":""ip_dst""}"	606		sort	2017-01-23 12:23:09	3634	3635	606	174	1	0.0	0.0	GREAT
3013		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	608		group	2017-01-23 12:23:56	3636	3637	608	175	1	0.0	0.0	GOOD
3014		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	608		group	2017-01-23 12:24:10	3637	3638	608	175	1	0.0	0.0	GOOD
3015		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	607		group	2017-01-23 12:25:46	3618	3639	607	176	4	1.0	0.0	GOOD
3016		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	609		group	2017-01-23 12:26:14	3640	3641	609	177	1	0.0	0.0	GREAT
3017		"{""groupPriority"":2,""aggregations"":[],""field"":""highest_layer""}"	606		group	2017-01-23 12:26:21	3634	3642	606	174	1	0.0	0.0	GREAT
3018		"{""groupPriority"":2,""aggregations"":[],""field"":""tcp_stream""}"	608		group	2017-01-23 12:26:39	3638	3643	608	175	1	0.0	0.0	GOOD
3019		"{""groupPriority"":0,""aggregations"":[],""field"":""tcp_stream""}"	607		group	2017-01-23 12:27:09	3618	3644	607	176	4	1.0	0.0	GOOD
3020		"{""direction"":""asc"",""field"":""ip_src""}"	609		sort	2017-01-23 12:27:33	3641	3645	609	177	1	0.0	0.0	GREAT
3021		"{""direction"":""asc"",""field"":""ip_dst""}"	609		sort	2017-01-23 12:27:51	3645	3646	609	177	1	0.0	0.0	GREAT
3022		"{""term"":""tcp"",""condition"":16,""field"":""highest_layer""}"	606		filter	2017-01-23 12:28:19	3632	3647	606	174	1	0.0	0.0	GREAT
3023		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	606		group	2017-01-23 12:28:29	3647	3648	606	174	1	0.0	0.0	GREAT
3024		"{""direction"":""asc"",""field"":""info_line""}"	608		sort	2017-01-23 12:28:53	3638	3649	608	175	1	0.0	0.0	GOOD
3025		"{""direction"":""desc"",""field"":""info_line""}"	608		sort	2017-01-23 12:29:00	3649	3650	608	175	1	0.0	0.0	GOOD
3026		"{""term"":""ICMP"",""condition"":8,""field"":""highest_layer""}"	608		filter	2017-01-23 12:29:50	3650	3651	608	175	1	0.0	0.0	GOOD
3027		"{""term"":""reply id"",""condition"":16,""field"":""info_line""}"	609		filter	2017-01-23 12:31:06	3640	3652	609	177	1	0.0	0.0	GREAT
3028		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	609		group	2017-01-23 12:31:34	3640	3653	609	177	1	0.0	0.0	GREAT
3029		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	609		group	2017-01-23 12:31:38	3653	3654	609	177	1	0.0	0.0	GREAT
3030		"{""term"":""TCP"",""condition"":16,""field"":""highest_layer""}"	607		filter	2017-01-23 12:32:30	3644	3655	607	176	4	1.0	0.0	GOOD
3031		"{""term"":""tcp"",""condition"":16,""field"":""highest_layer""}"	606		filter	2017-01-23 12:32:39	3648	3656	606	174	1	0.0	0.0	GREAT
3032		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	606		group	2017-01-23 12:33:31	3632	3657	606	174	1	0.0	0.0	GREAT
3033		"{""direction"":""asc"",""field"":""ip_dst""}"	609		sort	2017-01-23 12:33:36	3654	3658	609	177	1	0.0	0.0	GREAT
3034		"{""groupPriority"":2,""aggregations"":[],""field"":""highest_layer""}"	606		group	2017-01-23 12:33:58	3657	3659	606	174	1	0.0	0.0	GREAT
3035		"{""term"":""reply id=0x0200"",""condition"":16,""field"":""info_line""}"	609		filter	2017-01-23 12:36:18	3658	3660	609	177	1	0.0	0.0	GREAT
3036		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	608		group	2017-01-23 12:36:56	3636	3661	608	175	1	0.0	0.0	GOOD
3037		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	608		group	2017-01-23 12:37:07	3661	3662	608	175	1	0.0	0.0	GOOD
3038		"{""term"":""reply"",""condition"":16,""field"":""info_line""}"	608		filter	2017-01-23 12:37:35	3662	3663	608	175	1	0.0	0.0	GOOD
3039		"{""term"":""SYN, ACK"",""condition"":16,""field"":""info_line""}"	609		filter	2017-01-23 12:38:47	3654	3664	609	177	1	0.0	0.0	GREAT
3040		"{""term"":""RST"",""condition"":16,""field"":""info_line""}"	609		filter	2017-01-23 12:39:08	3654	3665	609	177	1	0.0	0.0	GREAT
3044		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	611		group	2017-01-23 12:42:38	3670	3671	611	176	1	0.0	1.0	GREAT
3045		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	611		group	2017-01-23 12:43:13	3671	3672	611	176	1	0.0	1.0	GREAT
3050		"{""groupPriority"":2,""aggregations"":[],""field"":""highest_layer""}"	611		group	2017-01-23 12:44:16	3672	3677	611	176	1	0.0	1.0	GREAT
3051		"{""term"":""ICMP"",""condition"":16,""field"":""highest_layer""}"	611		filter	2017-01-23 12:47:24	3677	3678	611	176	1	0.0	1.0	GREAT
3052		"{""term"":""TCP"",""condition"":16,""field"":""highest_layer""}"	611		filter	2017-01-23 12:49:42	3677	3679	611	176	1	0.0	1.0	GREAT
3061		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	615		group	2017-01-23 13:44:54	3688	3691	615	179	4	1.0	1.0	GREAT
3064		"{""groupPriority"":2,""aggregations"":[],""field"":""highest_layer""}"	615		group	2017-01-23 13:45:08	3691	3694	615	179	4	1.0	1.0	GREAT
3065		"{""term"":""SYN, ACK"",""condition"":16,""field"":""info_line""}"	615		filter	2017-01-23 13:48:13	3694	3695	615	179	4	1.0	1.0	GREAT
3066		"{""term"":""42.253"",""condition"":16,""field"":""ip_src""}"	615		filter	2017-01-23 13:52:29	3694	3696	615	179	4	1.0	1.0	GREAT
3067		"{""groupPriority"":3,""aggregations"":[],""field"":""tcp_dstport""}"	615		group	2017-01-23 13:52:51	3696	3697	615	179	4	1.0	1.0	GREAT
3068		"{""groupPriority"":0,""aggregations"":[],""field"":""ip_src""}"	616		group	2017-01-23 13:54:25	3698	3699	616	179	1	0.0	0.0	GREAT
3069		"{""groupPriority"":1,""aggregations"":[],""field"":""ip_dst""}"	616		group	2017-01-23 13:55:00	3699	3700	616	179	1	0.0	0.0	GREAT
3070		"{""direction"":""desc"",""field"":""ip_dst""}"	616		sort	2017-01-23 13:55:27	3700	3701	616	179	1	0.0	0.0	GREAT
